"Genus_species","Order","Family","CFAR","ProportionalGillAverage","AvgTemperature","MaximumBodySize","PrimaryHabitat","IUCNcategory","WaterColumnPosition"
"Scymnodon_ichiharai","Squaliformes","Somniosidae",1.666,0.0326,8.5349658234164,151,"Deepwater","VU","Benthopelagic"
"Scymnodon_ringens","Squaliformes","Somniosidae",1.113043478,0.0378,10.0513162348441,110,"Deepwater","VU","Benthopelagic"
"Somniosus_antarcticus","Squaliformes","Somniosidae",2.45,0.038,6.21177701435708,600,"Deepwater","LC","Benthopelagic"
"Somniosus_longus","Squaliformes","Somniosidae",1.805,0.0268,8.28753846432233,143,"Deepwater","DD","Benthic"
"Somniosus_microcephalus","Squaliformes","Somniosidae",2.352941176,0.0232,3.24051335617068,640,"Deepwater","VU","Benthopelagic"
"Somniosus_pacificus","Squaliformes","Somniosidae",2.847058824,0.045,4.15530866790756,700,"Deepwater","NT","Benthopelagic"
"Somniosus_rostratus","Squaliformes","Somniosidae",1.875,0.0164,11.9622986844306,131.4,"Deepwater","LC","Benthopelagic"
"Sphyrna_corona","Carcharhiniformes","Sphyrnidae",1.107692308,0.0328,20.1551706357204,92,"Coastal","CR","Benthopelagic"
"Sphyrna_lewini","Carcharhiniformes","Sphyrnidae",2.742857143,0.0334,18.0443201299964,420,"Pelagic","CR","Pelagic"
"Sphyrna_media","Carcharhiniformes","Sphyrnidae",3.388235294,0.0336,23.6147590529172,150,"Coastal","CR","Benthopelagic"
"Sphyrna_mokarran","Carcharhiniformes","Sphyrnidae",1.6,0.0452,21.8211542983636,610,"Pelagic","CR","Pelagic"
"Sphyrna_tiburo","Carcharhiniformes","Sphyrnidae",1.905882353,0.0322,23.3959230612797,150,"Coastal","EN","Benthopelagic"
"Sphyrna_tudes","Carcharhiniformes","Sphyrnidae",1.9,0.034,24.0431134578197,150,"Coastal","CR","Benthopelagic"
"Sphyrna_zygaena","Carcharhiniformes","Sphyrnidae",2.688888889,0.027,18.1961594557663,400,"Pelagic","VU","Pelagic"
"Squaliolus_aliae","Squaliformes","Dalatiidae",1.781818182,0.0134,8.37046973039419,22,"Pelagic","LC","Pelagic"
"Squaliolus_laticaudus","Squaliformes","Dalatiidae",1.781818182,0.0148,14.21538209688,27.5,"Pelagic","LC","Pelagic"
"Squalus_acanthias","Squaliformes","Squalidae",1.969230769,0.0226,10.3612993535683,200,"Coastal","VU","Benthopelagic"
"Squalus_albifrons","Squaliformes","Squalidae",2.133333333,0.0204,16.7601927634559,86,"Deepwater","LC","Benthic"
"Squalus_altipinnis","Squaliformes","Squalidae",1.969230769,0.0196,15.8168465814237,71.5,"Deepwater","DD","Benthic"
"Squalus_blainville","Squaliformes","Squalidae",2.406666667,0.036,13.9388646475906,92,"Deepwater","DD","Benthopelagic"
"Squalus_brevirostris","Squaliformes","Squalidae",1.536363636,0.0274,20.3616884395999,58,"Coastal","EN","Benthopelagic"
"Squalus_bucephalus","Squaliformes","Squalidae",2.025,0.026,8.52083082536344,90,"Deepwater","DD","Benthic"
"Squalus_chloroculus","Squaliformes","Squalidae",3.076923077,0.0246,7.79953282270983,99,"Deepwater","EN","Benthic"
"Squalus_crassispinus","Squaliformes","Squalidae",2.776923077,0.0236,16.3144005357289,67,"Deepwater","LC","Benthic"
"Squalus_cubensis","Squaliformes","Squalidae",1.828571429,0.022,17.8767694410104,60,"Deepwater","LC","Benthopelagic"
"Squalus_edmundsi","Squaliformes","Squalidae",2.133333333,0.0238,10.5290488843587,115,"Deepwater","NT","Benthic"
"Squalus_formosus","Squaliformes","Squalidae",2.7,0.0238,11.0667190252566,85,"Deepwater","EN","Benthic"
"Squalus_grahami","Squaliformes","Squalidae",2.16,0.0248,15.6831297063026,73,"Deepwater","NT","Benthopelagic"
"Squalus_griffini","Squaliformes","Squalidae",2.223076923,0.03,13.6606452792503,110,"Deepwater","LC","Benthic"
"Squalus_hemipinnis","Squaliformes","Squalidae",2.045454545,0.0258,19.7489801451217,78,"Deepwater","VU","Benthopelagic"
"Squalus_japonicus","Squaliformes","Squalidae",1.875,0.0224,16.9266160792278,105,"Deepwater","EN","Benthopelagic"
"Squalus_megalops","Squaliformes","Squalidae",2.123529412,0.0288,17.8380979178106,64,"Deepwater","LC","Benthopelagic"
"Squalus_melanurus","Squaliformes","Squalidae",2.064285714,0.0262,17.918183047196,75,"Deepwater","DD","Benthopelagic"
"Squalus_mitsukurii","Squaliformes","Squalidae",1.828571429,0.0222,13.4344197417898,112,"Deepwater","EN","Benthopelagic"
"Squalus_montalbani","Squaliformes","Squalidae",2.578571429,0.0322,10.3663052520009,101,"Deepwater","VU","Benthic"
"Squalus_nasutus","Squaliformes","Squalidae",1.633333333,0.0226,8.84659572921418,64,"Deepwater","NT","Benthic"
"Squalus_notocaudatus","Squaliformes","Squalidae",1.828571429,0.0222,15.6780110757318,62,"Deepwater","LC","Benthic"
"Squalus_rancureli","Squaliformes","Squalidae",1.875,0.0202,14.0204529720804,77,"Deepwater","NT","Benthopelagic"
"Squalus_raoulensis","Squaliformes","Squalidae",2.314285714,0.0266,13.0098763408824,93,"Deepwater","LC","Benthic"
"Squalus_suckleyi","Squaliformes","Squalidae",2.133333333,0.03,5.62146482684935,130,"Coastal","LC","Benthopelagic"
"Stegostoma_tigrinum","Orectolobiformes","Stegostomatidae",0.617,0.0262,26.3169764626715,246,"Coastal","EN","Benthic"
"Sutorectus_tentaculatus","Orectolobiformes","Orectolobidae",0.4,0.0284,18.6012801406603,92,"Coastal","LC","Benthic"
"Triaenodon_obesus","Carcharhiniformes","Carcharhinidae",2.666666667,0.035,24.5480211772233,200,"Coastal","VU","Benthic"
"Triakis_acutipinna","Carcharhiniformes","Triakidae",1.1,0.0252,15.4518077780561,110,"Coastal","EN","Benthopelagic"
"Triakis_maculata","Carcharhiniformes","Triakidae",0.9307692308,0.0306,16.0114412746953,180,"Coastal","CR","Benthopelagic"
"Triakis_megalopterus","Carcharhiniformes","Triakidae",1.309090909,0.0328,17.0937617190776,208,"Coastal","LC","Benthopelagic"
"Triakis_scyllium","Carcharhiniformes","Triakidae",1.107692308,0.026,15.3217945083535,150,"Coastal","EN","Benthopelagic"
"Triakis_semifasciata","Carcharhiniformes","Triakidae",0.675,0.0294,15.2739636046009,198,"Coastal","LC","Benthopelagic"
"Trigonognathus_kabeyai","Squaliformes","Etmopteridae",1.0125,0.025,8.46128354685286,53.9,"Deepwater","LC","Benthopelagic"
"Zameus_squamulosus","Squaliformes","Somniosidae",1.306666667,0.0254,14.8206276348544,109.4,"Deepwater","LC","Benthopelagic"
