Subclass,Order,Family,Genus,Species,Genus_species,GenusSpaceSpecies,area_sqkm,Endemic_lessthan149246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Oxynotidae,Oxynotus,japonicus,Oxynotus_japonicus,Oxynotus japonicus,6312,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Oxynotidae,Oxynotus,paradoxus,Oxynotus_paradoxus,Oxynotus paradoxus,261043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Dalatias,licha,Dalatias_licha,Dalatias licha,3099848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Euprotomicroides,zantedeschia,Euprotomicroides_zantedeschia,Euprotomicroides zantedeschia,233557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Euprotomicrus,bispinatus,Euprotomicrus_bispinatus,Euprotomicrus bispinatus,25950243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Heteroscymnoides,marleyi,Heteroscymnoides_marleyi,Heteroscymnoides marleyi,241693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Isistius,brasiliensis,Isistius_brasiliensis,Isistius brasiliensis,1463958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Isistius,plutodus,Isistius_plutodus,Isistius plutodus,291390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Mollisquama,mississippiensis,Mollisquama_mississippiensis,Mollisquama mississippiensis,18224779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Mollisquama,parini,Mollisquama_parini,Mollisquama parini,33864,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Squaliolus,aliae,Squaliolus_aliae,Squaliolus aliae,1273030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squaliformes,Dalatiidae,Squaliolus,laticaudus,Squaliolus_laticaudus,Squaliolus laticaudus,1116761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pliotrema,annae,Pliotrema_annae,Pliotrema annae,67,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pliotrema,kajae,Pliotrema_kajae,Pliotrema kajae,12077,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pliotrema,warreni,Pliotrema_warreni,Pliotrema warreni,146816,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pristiophorus,cirratus,Pristiophorus_cirratus,Pristiophorus cirratus,439264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pristiophorus,delicatus,Pristiophorus_delicatus,Pristiophorus delicatus,54854,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pristiophorus,japonicus,Pristiophorus_japonicus,Pristiophorus japonicus,1526594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pristiophorus,lanae,Pristiophorus_lanae,Pristiophorus lanae,513,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pristiophorus,nancyae,Pristiophorus_nancyae,Pristiophorus nancyae,20290,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pristiophorus,nudipinnis,Pristiophorus_nudipinnis,Pristiophorus nudipinnis,389853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Pristiophoriformes,Pristiophoridae,Pristiophorus,schroederi,Pristiophorus_schroederi,Pristiophorus schroederi,20796,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,aculeata,Squatina_aculeata,Squatina aculeata,1448529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,africana,Squatina_africana,Squatina africana,435617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,albipunctata,Squatina_albipunctata,Squatina albipunctata,81324,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,argentina,Squatina_argentina,Squatina argentina,411886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,armata,Squatina_armata,Squatina armata,183188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,australis,Squatina_australis,Squatina australis,471254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,caillieti,Squatina_caillieti,Squatina caillieti,471254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,californica,Squatina_californica,Squatina californica,226167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,david,Squatina_david,Squatina david,752069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,dumeril,Squatina_dumeril,Squatina dumeril,1659467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,formosa,Squatina_formosa,Squatina formosa,13698,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,guggenheim,Squatina_guggenheim,Squatina guggenheim,600039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,japonica,Squatina_japonica,Squatina japonica,1135329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,leae,Squatina_leae,Squatina leae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,legnota,Squatina_legnota,Squatina legnota,12525,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,mapama,Squatina_mapama,Squatina mapama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,nebulosa,Squatina_nebulosa,Squatina nebulosa,1282020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,occulta,Squatina_occulta,Squatina occulta,580439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,oculata,Squatina_oculata,Squatina oculata,2192250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,pseudocellata,Squatina_pseudocellata,Squatina pseudocellata,57869,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,squatina,Squatina_squatina,Squatina squatina,3646901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,tergocellata,Squatina_tergocellata,Squatina tergocellata,41407,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,tergocellatoides,Squatina_tergocellatoides,Squatina tergocellatoides,126107,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Squatiniformes,Squatinidae,Squatina,varii,Squatina_varii,Squatina varii,337417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,francisci,Heterodontus_francisci,Heterodontus francisci,109358,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,galeatus,Heterodontus_galeatus,Heterodontus galeatus,23374,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,japonicus,Heterodontus_japonicus,Heterodontus japonicus,943386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,mexicanus,Heterodontus_mexicanus,Heterodontus mexicanus,89389,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,marshallae,Heterodontus_marshallae,Heterodontus marshallae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,omanensis,Heterodontus_omanensis,Heterodontus omanensis,2665,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,portusjacksoni,Heterodontus_portusjacksoni,Heterodontus portusjacksoni,620257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,quoyi,Heterodontus_quoyi,Heterodontus quoyi,12742,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,ramalheira,Heterodontus_ramalheira,Heterodontus ramalheira,134336,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Heterodontiformes,Heterodontidae,Heterodontus,zebra,Heterodontus_zebra,Heterodontus zebra,1341443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Cirrhoscyllium,expolitum,Cirrhoscyllium_expolitum,Cirrhoscyllium expolitum,3384,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Cirrhoscyllium,formosanum,Cirrhoscyllium_formosanum,Cirrhoscyllium formosanum,3433,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Cirrhoscyllium,japonicum,Cirrhoscyllium_japonicum,Cirrhoscyllium japonicum,3104,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Parascyllium,collare,Parascyllium_collare,Parascyllium collare,42355,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Parascyllium,elongatum,Parascyllium_elongatum,Parascyllium elongatum,172,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Parascyllium,ferrugineum,Parascyllium_ferrugineum,Parascyllium ferrugineum,429158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Parascyllium,sparsimaculatum,Parascyllium_sparsimaculatum,Parascyllium sparsimaculatum,375,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Parascyllidae,Parascyllium,variolatum,Parascyllium_variolatum,Parascyllium variolatum,470587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Brachaeluridae,Brachaelurus,colcloughi,Brachaelurus_colcloughi,Brachaelurus colcloughi,108722,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Brachaeluridae,Brachaelurus,waddi,Brachaelurus_waddi,Brachaelurus waddi,27716,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Eucrossorhinus,dasypogon,Eucrossorhinus_dasypogon,Eucrossorhinus dasypogon,635520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,floridus,Orectolobus_floridus,Orectolobus floridus,12024,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,halei,Orectolobus_halei,Orectolobus halei,541365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,hutchinsi,Orectolobus_hutchinsi,Orectolobus hutchinsi,74280,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,japonicus,Orectolobus_japonicus,Orectolobus japonicus,1882438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,leptolineatus,Orectolobus_leptolineatus,Orectolobus leptolineatus,315413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,maculatus,Orectolobus_maculatus,Orectolobus maculatus,518207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,ornatus,Orectolobus_ornatus,Orectolobus ornatus,152909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,parvimaculatus,Orectolobus_parvimaculatus,Orectolobus parvimaculatus,36218,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,reticulatus,Orectolobus_reticulatus,Orectolobus reticulatus,27884,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Orectolobus,wardi,Orectolobus_wardi,Orectolobus wardi,54792,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Orectolobidae,Sutorectus,tentaculatus,Sutorectus_tentaculatus,Sutorectus tentaculatus,81531,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,arabicum,Chiloscyllium_arabicum,Chiloscyllium arabicum,471821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,burmensis,Chiloscyllium_burmensis,Chiloscyllium burmensis,68952,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,caeruleopunctatum,Chiloscyllium_caeruleopunctatum,Chiloscyllium caeruleopunctatum,1736,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,griseum,Chiloscyllium_griseum,Chiloscyllium griseum,709285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,hasselti,Chiloscyllium_hasselti,Chiloscyllium hasselti,274821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,indicum,Chiloscyllium_indicum,Chiloscyllium indicum,3350801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,plagiosum,Chiloscyllium_plagiosum,Chiloscyllium plagiosum,1761606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Chiloscyllium,punctatum,Chiloscyllium_punctatum,Chiloscyllium punctatum,3982742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,freycineti,Hemiscyllium_freycineti,Hemiscyllium freycineti,16065,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,galei,Hemiscyllium_galei,Hemiscyllium galei,3964,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,hallstromi,Hemiscyllium_hallstromi,Hemiscyllium hallstromi,14797,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,halmahera,Hemiscyllium_halmahera,Hemiscyllium halmahera,14446,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,henryi,Hemiscyllium_henryi,Hemiscyllium henryi,3130,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,michaeli,Hemiscyllium_michaeli,Hemiscyllium michaeli,1770,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,ocellatum,Hemiscyllium_ocellatum,Hemiscyllium ocellatum,27054,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,strahani,Hemiscyllium_strahani,Hemiscyllium strahani,1270,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Hemiscylliidae,Hemiscyllium,trispeculare,Hemiscyllium_trispeculare,Hemiscyllium trispeculare,730786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,cirratum,Ginglymostoma_cirratum,Ginglymostoma cirratum,2089227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,unami,Ginglymostoma_unami,Ginglymostoma unami,33151,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Ginglymostomatidae,Nebrius,ferrugineus,Nebrius_ferrugineus,Nebrius ferrugineus,4753673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Ginglymostomatidae,Pseudoginglymostoma,brevicaudatum,Pseudoginglymostoma_brevicaudatum,Pseudoginglymostoma brevicaudatum,62786,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Stegostomatidae,Stegostoma,tigrinum,Stegostoma_tigrinum,Stegostoma tigrinum,10400327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Orectolobiformes,Rhincodontidae,Rhincodon,typus,Rhincodon_typus,Rhincodon typus,171329722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Carchariidae,Carcharias,taurus,Carcharias_taurus,Carcharias taurus,8018523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Odontaspididae,Odontaspis,ferox,Odontaspis_ferox,Odontaspis ferox,3653814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Odontaspididae,Odontaspis,noronhai,Odontaspis_noronhai,Odontaspis noronhai,4358123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Mitsukurinidae,Mitsukurina,owstoni,Mitsukurina_owstoni,Mitsukurina owstoni,1124177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Pseudocarchariidae,Pseudocarcharias,kamoharai,Pseudocarcharias_kamoharai,Pseudocarcharias kamoharai,185931581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Megachasmidae,Megachasma,pelagios,Megachasma_pelagios,Megachasma pelagios,201282310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Alopiidae,Alopias,pelagicus,Alopias_pelagicus,Alopias pelagicus,132388137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Alopiidae,Alopias,superciliosus,Alopias_superciliosus,Alopias superciliosus,200238034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Alopiidae,Alopias,vulpinus,Alopias_vulpinus,Alopias vulpinus,21266122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Cetorhinidae,Cetorhinus,maximus,Cetorhinus_maximus,Cetorhinus maximus,221859937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Lamnidae,Carcharodon,carcharias,Carcharodon_carcharias,Carcharodon carcharias,73528054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Lamnidae,Isurus,oxyrinchus,Isurus_oxyrinchus,Isurus oxyrinchus,242806695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Lamnidae,Isurus,paucus,Isurus_paucus,Isurus paucus,183080111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Lamnidae,Lamna,ditropis,Lamna_ditropis,Lamna ditropis,31779588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Lamniformes,Lamnidae,Lamna,nasus,Lamna_nasus,Lamna nasus,93419889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,albisoma,Apristurus_albisoma,Apristurus albisoma,67880,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,ampliceps,Apristurus_ampliceps,Apristurus ampliceps,180271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,aphyodes,Apristurus_aphyodes,Apristurus aphyodes,174464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,australis,Apristurus_australis,Apristurus australis,198287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,breviventralis,Apristurus_breviventralis,Apristurus breviventralis,3525,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,brunneus,Apristurus_brunneus,Apristurus brunneus,359192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,bucephalus,Apristurus_bucephalus,Apristurus bucephalus,869,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,canutus,Apristurus_canutus,Apristurus canutus,20069,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,exsanguis,Apristurus_exsanguis,Apristurus exsanguis,497044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,fedorovi,Apristurus_fedorovi,Apristurus fedorovi,47703,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,garricki,Apristurus_garricki,Apristurus garricki,144467,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,gibbosus,Apristurus_gibbosus,Apristurus gibbosus,10462,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,herklotsi,Apristurus_herklotsi,Apristurus herklotsi,62748,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,indicus,Apristurus_indicus,Apristurus indicus,80514,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,internatus,Apristurus_internatus,Apristurus internatus,285264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,investigatoris,Apristurus_investigatoris,Apristurus investigatoris,5538,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,japonicus,Apristurus_japonicus,Apristurus japonicus,4359,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,kampae,Apristurus_kampae,Apristurus kampae,251396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,laurussonii,Apristurus_laurussonii,Apristurus laurussonii,1069276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,longicephalus,Apristurus_longicephalus,Apristurus longicephalus,401646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,macrorhynchus,Apristurus_macrorhynchus,Apristurus macrorhynchus,55134,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,macrostomus,Apristurus_macrostomus,Apristurus macrostomus,261976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Apristurus,manis,Apristurus_manis,Apristurus manis,28619,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
