Subclass,Order,Family,Genus,Species,Genus_species,GenusSpaceSpecies,area_sqkm,Endemic_lessthan149246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Trygonorrhinidae,Aptychotrema,vincentiana,Aptychotrema_vincentiana,Aptychotrema vincentiana,486793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Trygonorrhinidae,Trygonorrhina,dumerilii,Trygonorrhina_dumerilii,Trygonorrhina dumerilii,379868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Trygonorrhinidae,Trygonorrhina,fasciata,Trygonorrhina_fasciata,Trygonorrhina fasciata,26408,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Trygonorrhinidae,Zapteryx,brevirostris,Zapteryx_brevirostris,Zapteryx brevirostris,505783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Trygonorrhinidae,Zapteryx,exasperata,Zapteryx_exasperata,Zapteryx exasperata,103581,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Trygonorrhinidae,Zapteryx,xyster,Zapteryx_xyster,Zapteryx xyster,176216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,cemiculus,Glaucostegus_cemiculus,Glaucostegus cemiculus,2608928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,granulatus,Glaucostegus_granulatus,Glaucostegus granulatus,1674093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,halavi,Glaucostegus_halavi,Glaucostegus halavi,1077589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,obtusus,Glaucostegus_obtusus,Glaucostegus obtusus,1266498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,microphthalmus,Glaucostegus_microphthalmus,Glaucostegus microphthalmus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,petiti,Glaucostegus_petiti,Glaucostegus petiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,spinosus,Glaucostegus_spinosus,Glaucostegus spinosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,thouin,Glaucostegus_thouin,Glaucostegus thouin,2821189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,typus,Glaucostegus_typus,Glaucostegus typus,9468113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Glaucostegidae,Glaucostegus,younholeei,Glaucostegus_younholeei ,Glaucostegus younholeei,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhina,ancylostoma,Rhina_ancylostoma,Rhina ancylostoma,13863287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,australiae,Rhynchobatus_australiae,Rhynchobatus australiae,13636577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,cooki,Rhynchobatus_cooki,Rhynchobatus cooki,17358,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,djiddensis,Rhynchobatus_djiddensis,Rhynchobatus djiddensis,1893987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,immaculatus,Rhynchobatus_immaculatus,Rhynchobatus immaculatus,26563,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,laevis,Rhynchobatus_laevis,Rhynchobatus laevis,1615317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,luebberti,Rhynchobatus_luebberti,Rhynchobatus luebberti,626523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,mononoke,Rhynchobatus_mononoke,Rhynchobatus mononoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,palpebratus,Rhynchobatus_palpebratus,Rhynchobatus palpebratus,1807630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchobatus,springeri,Rhynchobatus_springeri,Rhynchobatus springeri,2433160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinidae,Rhynchorhina,mauritaniensis,Rhynchorhina_mauritaniensis,Rhynchorhina mauritaniensis,793,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,andysabini,Acroteriobatus_andysabini,Acroteriobatus andysabini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,annulatus,Acroteriobatus_annulatus,Acroteriobatus annulatus,23034,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,blochii,Acroteriobatus_blochii,Acroteriobatus blochii,197,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,leucospilus,Acroteriobatus_leucospilus,Acroteriobatus leucospilus,132934,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,ocellatus,Acroteriobatus_ocellatus,Acroteriobatus ocellatus,49027,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,omanensis,Acroteriobatus_omanensis,Acroteriobatus omanensis,39291,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,salalah,Acroteriobatus_salalah,Acroteriobatus salalah,10827,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,stehmanni,Acroteriobatus_stehmanni,Acroteriobatus stehmanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,variegatus,Acroteriobatus_variegatus,Acroteriobatus variegatus,164,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Acroteriobatus,zanzibarensis,Acroteriobatus_zanzibarensis,Acroteriobatus zanzibarensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,buthi,Pseudobatos_buthi,Pseudobatos buthi,5303,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,glaucostigmus,Pseudobatos_glaucostigmus,Pseudobatos glaucostigmus,162858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,horkelii,Pseudobatos_horkelii,Pseudobatos horkelii,498752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,lentiginosus,Pseudobatos_lentiginosus,Pseudobatos lentiginosus,419273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,leucorhynchus,Pseudobatos_leucorhynchus,Pseudobatos leucorhynchus,73930,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,percellens,Pseudobatos_percellens,Pseudobatos percellens,727224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,planiceps,Pseudobatos_planiceps,Pseudobatos planiceps,46062,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,prahli,Pseudobatos_prahli,Pseudobatos prahli,63396,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Pseudobatos,productus,Pseudobatos_productus,Pseudobatos productus,63086,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,albomaculatus,Rhinobatos_albomaculatus,Rhinobatos albomaculatus,325554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,annandalei,Rhinobatos_annandalei,Rhinobatos annandalei,249629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,austini,Rhinobatos_austini,Rhinobatos austini,28657,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,borneensis,Rhinobatos_borneensis,Rhinobatos borneensis,133586,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,holcorhynchus,Rhinobatos_holcorhynchus,Rhinobatos holcorhynchus,29663,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,hynnicephalus,Rhinobatos_hynnicephalus,Rhinobatos hynnicephalus,169393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,irvinei,Rhinobatos_irvinei,Rhinobatos irvinei,200945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,jimbaranensis,Rhinobatos_jimbaranensis,Rhinobatos jimbaranensis,11575,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,lionotus,Rhinobatos_lionotus,Rhinobatos lionotus,283421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,manai,Rhinobatos_manai,Rhinobatos manai,249,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,nudidorsalis,Rhinobatos_nudidorsalis,Rhinobatos nudidorsalis,6308,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,penggali,Rhinobatos_penggali,Rhinobatos penggali,4388,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,punctifer,Rhinobatos_punctifer,Rhinobatos punctifer,464181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,ranongensis,Rhinobatos_ranongensis,Rhinobatos ranongensis,1926,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,rhinobatos,Rhinobatos_rhinobatos,Rhinobatos rhinobatos,971243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,sainsburyi,Rhinobatos_sainsburyi,Rhinobatos sainsburyi,278567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,schlegelii,Rhinobatos_schlegelii,Rhinobatos schlegelii,421823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rhinopristiformes,Rhinobatidae,Rhinobatos,whitei,Rhinobatos_whitei,Rhinobatos whitei,44823,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,doellojuradoi,Amblyraja_doellojuradoi,Amblyraja doellojuradoi,892909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,frerichsi,Amblyraja_frerichsi,Amblyraja frerichsi,157367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,georgiana,Amblyraja_georgiana,Amblyraja georgiana,1654492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,hyperborea,Amblyraja_hyperborea,Amblyraja hyperborea,6165972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,jenseni,Amblyraja_jenseni,Amblyraja jenseni,3195082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,radiata,Amblyraja_radiata,Amblyraja radiata,4667900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,reversa,Amblyraja_reversa,Amblyraja reversa,2161,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Amblyraja,taaf,Amblyraja_taaf,Amblyraja taaf,488,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Beringraja,binoculata,Beringraja_binoculata,Beringraja binoculata,784742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Beringraja,cortezensis,Beringraja_cortezensis,Beringraja cortezensis,39588,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Beringraja,inornata,Beringraja_inornata,Beringraja inornata,167689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Beringraja,pulchra,Beringraja_pulchra,Beringraja pulchra,1075210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Beringraja,rhina,Beringraja_rhina,Beringraja rhina,604407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Beringraja,stellulata,Beringraja_stellulata,Beringraja stellulata,96751,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Breviraja,claramaculata,Breviraja_claramaculata,Breviraja claramaculata,12577,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Breviraja,colesi,Breviraja_colesi,Breviraja colesi,46515,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Breviraja,mouldi,Breviraja_mouldi,Breviraja mouldi,15060,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Breviraja,nigriventralis,Breviraja_nigriventralis,Breviraja nigriventralis,11719,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Breviraja,spinosa,Breviraja_spinosa,Breviraja spinosa,24118,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dactylobatus,armatus,Dactylobatus_armatus,Dactylobatus armatus,32981,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dactylobatus,clarkii,Dactylobatus_clarkii,Dactylobatus clarkii,145787,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,australis,Dentiraja_australis,Dentiraja australis,35825,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,cerva,Dentiraja_cerva,Dentiraja cerva,255163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,confusa,Dentiraja_confusa,Dentiraja confusa,270095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,endeavouri,Dentiraja_endeavouri,Dentiraja endeavouri,10594,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,falloarga,Dentiraja_falloarga,Dentiraja falloarga,80961,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,flindersi,Dentiraja_flindersi,Dentiraja flindersi,10558,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,healdi,Dentiraja_healdi,Dentiraja healdi,13364,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,lemprieri,Dentiraja_lemprieri,Dentiraja lemprieri,157177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,oculus,Dentiraja_oculus,Dentiraja oculus,5808,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dentiraja,polyommata,Dentiraja_polyommata,Dentiraja polyommata,39721,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,acrobelus,Dipturus_acrobelus,Dipturus acrobelus,84377,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,amphispinus,Dipturus_amphispinus,Dipturus amphispinus,84377,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,apricus,Dipturus_apricus,Dipturus apricus,58864,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,argentinensis,Dipturus_argentinensis,Dipturus argentinensis,184493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,batis,Dipturus_batis,Dipturus batis,1595286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,bullisi,Dipturus_bullisi,Dipturus bullisi,110457,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,brevicaudatus,Dipturus_brevicaudatus,Dipturus brevicaudatus,901438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,campbelli,Dipturus_campbelli,Dipturus campbelli,12601,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,canutus,Dipturus_canutus,Dipturus canutus,127053,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,chilensis,Dipturus_chilensis,Dipturus chilensis,102527,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,chinensis,Dipturus_chinensis,Dipturus chinensis,207831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,crosnieri,Dipturus_crosnieri,Dipturus crosnieri,748,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,doutrei,Dipturus_doutrei,Dipturus doutrei,500862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,ecuadoriensis,Dipturus_ecuadoriensis,Dipturus ecuadoriensis,500862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,garricki,Dipturus_garricki,Dipturus garricki,45528,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,gigas,Dipturus_gigas,Dipturus gigas,101232,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,grahamorum,Dipturus_grahamorum,Dipturus grahamorum,13977,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,gudgeri,Dipturus_gudgeri,Dipturus gudgeri,72193,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,innominatus,Dipturus_innominatus,Dipturus innominatus,525352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,intermedius,Dipturus_intermedius,Dipturus intermedius,1653740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,johannisdavisi,Dipturus_johannisdavisi,Dipturus johannisdavisi,29404,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,kwangtungensis,Dipturus_kwangtungensis,Dipturus kwangtungensis,29404,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,laevis,Dipturus_laevis,Dipturus laevis,578201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,lamillai,Dipturus_lamillai,Dipturus lamillai,171703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,lanceorostratus,Dipturus_lanceorostratus,Dipturus lanceorostratus,347,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,leptocaudus,Dipturus_leptocaudus,Dipturus leptocaudus,216484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,macrocauda,Dipturus_macrocauda,Dipturus macrocauda,124681,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,maugeanus,Dipturus_maugeanus,Dipturus maugeanus,96,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,melanospilus,Dipturus_melanospilus,Dipturus melanospilus,80255,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,mennii,Dipturus_mennii,Dipturus mennii,51436,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,nasutus,Dipturus_nasutus,Dipturus nasutus,646322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,nidarosiensis,Dipturus_nidarosiensis,Dipturus nidarosiensis,698275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,olseni,Dipturus_olseni,Dipturus olseni,67733,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,oregoni,Dipturus_oregoni,Dipturus oregoni,31579,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,oxyrinchus,Dipturus_oxyrinchus,Dipturus oxyrinchus,802641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,pullopunctatus,Dipturus_pullopunctatus,Dipturus pullopunctatus,226716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,queenslandicus,Dipturus_queenslandicus,Dipturus queenslandicus,3522,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,springeri,Dipturus_springeri,Dipturus springeri,492770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,stenorhynchus,Dipturus_stenorhynchus,Dipturus stenorhynchus,5420,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,teevani,Dipturus_teevani,Dipturus teevani,310877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,tengu,Dipturus_tengu,Dipturus tengu,377425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,trachydermus,Dipturus_trachydermus,Dipturus trachydermus,1176619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Rajidae,Dipturus,wengi,Dipturus_wengi,Dipturus wengi,93453,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
