"","order_name","family_name","genus_name","species_name","scientific_name","upper_depth_iucn_api","lower_depth_iucn_api","upper_depth_genus_mean","lower_depth_genus_mean","upper_depth_combined","lower_depth_combined","num_surface_cells_dissolved_oxygen","num_total_cells_dissolved_oxygen","num_depths_dissolved_oxygen","extreme_min_dissolved_oxygen_micromoles_per_kg","extreme_max_dissolved_oxygen_micromoles_per_kg","extreme_dif_dissolved_oxygen_micromoles_per_kg","average_dissolved_oxygen_micromoles_per_kg","num_surface_cells_temperature","num_total_cells_temperature","num_depths_temperature","extreme_min_temperature_celsius","extreme_max_temperature_celsius","extreme_dif_temperature_celsius","average_temperature_celsius"
"69","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","parvipinnis","Apristurus parvipinnis",622,1135,576.9,1299.775,622,1135,25,605,12,45.8416366577148,230.904968261719,116.775840759277,155.92562911609,103,3618,12,4.26919984817505,11.575909614563,2.1754093170166,5.80609498332389
"70","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","pinguis","Apristurus pinguis",1020,1500,576.9,1299.775,1020,1500,74,1062,11,64.0286712646484,208.48974609375,40.6303558349609,155.735567182695,297,12265,11,2.44589996337891,6.61871004104614,3.04410028457642,3.85488574117045
"71","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","platyrhynchus","Apristurus platyrhynchus",400,1080,576.9,1299.775,400,1080,72,1113,17,38.3578300476074,252.760192871094,55.9463958740234,139.088750011516,290,12906,17,2.40130996704102,15.1194906234741,2.51589965820312,7.6059477219337
"72","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","profundorum","Apristurus profundorum",132,1830,576.9,1299.775,132,1830,48,5123,43,41.5945358276367,318.720397949219,149.151062011719,248.392494267931,196,35120,43,0.0875900015234947,21.0671005249023,16.70339012146,5.3277921075048
"73","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","riveri","Apristurus riveri",732,1461,576.9,1299.775,732,1461,20,999,15,43.2547721862793,273.014770507812,116.775840759277,181.350101528225,81,7304,15,3.99838995933533,11.7197999954224,2.43567991256714,5.24435649128368
"74","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","saldanha","Apristurus saldanha",344,1009,576.9,1299.775,344,1009,20,387,17,16.1002063751221,230.367416381836,81.8220977783203,157.13737168423,79,1976,17,1.26030004024506,13.6059999465942,4.26479053497314,6.6821231647783
"75","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","sinensis","Apristurus sinensis",537,1290,576.9,1299.775,537,1290,67,2045,16,48.7640838623047,248.345199584961,80.8581161499023,129.839507642527,268,24725,16,2.84460997581482,10.085599899292,1.88899946212769,5.35077806200851
"76","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","spongiceps","Apristurus spongiceps",572,1482,576.9,1299.775,572,1482,34,1331,20,22.3537368774414,155.443115234375,45.1345367431641,53.793255449864,135,14906,20,2.52490997314453,8.19400024414062,2.75408983230591,4.25303183109924
"77","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","stenseni","Apristurus stenseni",915,975,576.9,1299.775,915,975,1,0,2,Inf,-Inf,-Inf,NA,4,3,2,4.79979991912842,5.53311014175415,0.489099979400635,5.12170012791951
"78","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","yangi","Apristurus yangi",630,786,576.9,1299.775,630,786,4,0,4,Inf,-Inf,-Inf,NA,16,4,4,5.19671010971069,6.47201013565063,0.499220371246338,5.76519501209259
"79","RHINOPRISTIFORMES","TRYGONORRHINIDAE","Aptychotrema","rostrata","Aptychotrema rostrata",0,220,41.3333333333333,156.333333333333,0,220,18,600,26,146.08610534668,241.708831787109,88.4001617431641,203.090292078654,74,8468,26,2.81431007385254,29.3057098388672,24.6045188903809,22.1309208737041
"80","RHINOPRISTIFORMES","TRYGONORRHINIDAE","Aptychotrema","timorensis","Aptychotrema timorensis",124,124,41.3333333333333,156.333333333333,124,124,1,0,1,Inf,-Inf,-Inf,NA,2,0,1,Inf,-Inf,-Inf,NA
"81","RHINOPRISTIFORMES","TRYGONORRHINIDAE","Aptychotrema","vincentiana","Aptychotrema vincentiana",0,125,41.3333333333333,156.333333333333,0,125,21,1814,22,61.0586776733398,273.989593505859,151.05451965332,228.310882980532,84,19542,22,2.63548994064331,29.6446895599365,24.5724906921387,18.9226156465474
"82","RAJIFORMES","ARHYNCHOBATIDAE","Arhynchobatis","asperrimus","Arhynchobatis asperrimus",70,70,70,70,70,70,14,33,1,178.80419921875,266.94970703125,82.0428771972656,240.702782370827,57,327,1,7.20931005477905,19.5934906005859,11.9535102844238,14.955001953545
"83","CARCHARHINIFORMES","PENTANCHIDAE","Asymbolus","analis","Asymbolus analis",200,200,135.333333333333,335,200,200,11,10,1,173.914398193359,226.543685913086,33.9533538818359,195.969985961914,47,148,1,12.000599861145,19.5139904022217,3.03479957580566,16.1356025966438
"84","CARCHARHINIFORMES","PENTANCHIDAE","Asymbolus","funebris","Asymbolus funebris",145,145,135.333333333333,335,145,145,1,1,1,Inf,-Inf,-Inf,233.73030090332,5,13,1,2.8049099445343,16.2976913452148,13.4927816390991,15.5193669245793
"85","CARCHARHINIFORMES","PENTANCHIDAE","Asymbolus","galacticus","Asymbolus galacticus",235,550,135.333333333333,335,235,550,2,52,13,164.925308227539,202.202499389648,29.7254943847656,189.685715015118,8,676,13,9.4771900177002,18.9663906097412,1.45611000061035,14.4601630501493
"86","CARCHARHINIFORMES","PENTANCHIDAE","Asymbolus","occiduus","Asymbolus occiduus",98,400,135.333333333333,335,98,400,5,369,13,143.906921386719,269.795135498047,91.9932250976562,239.962725259424,19,4475,13,2.65498995780945,21.6443004608154,17.8115100860596,12.7740072190695
"87","CARCHARHINIFORMES","PENTANCHIDAE","Asymbolus","pallidus","Asymbolus pallidus",225,400,135.333333333333,335,225,400,9,358,8,146.08610534668,203.345153808594,37.7555847167969,170.148080111882,38,5115,8,9.73439025878906,20.7846088409424,3.3507194519043,16.5951753603282
"88","CARCHARHINIFORMES","PENTANCHIDAE","Asymbolus","parvus","Asymbolus parvus",160,360,135.333333333333,335,160,360,12,248,9,90.7105712890625,245.091888427734,104.350524902344,155.976875705104,50,2948,9,3.22639989852905,22.1276912689209,18.7744808197021,15.8924988005184
